Brand,Resolution,Size ,Selling Price,Original Price,Operating System,Rating,Big,Expensive
PHILIPS,Full HD LED,43,33459,36990,Android,4.5,0,0
PHILIPS,Full HD LED,22,6649,12990,,3.9,0,0
Power Guard,HD LED,24,10990,12990,HomeOS,,0,0
Power Guard,HD LED,24,11999,14990,Android,,0,0
Power Guard,HD LED,32,13300,19990,HomeOS,,0,0
Power Guard,HD LED,32,15650,28990,Android,,0,0
realme ,HD LED,32,11999,21999,Linux,4.3,0,0
realme ,Ultra HD LED,55,46999,69999,Android,4.3,1,0
RGL ,Full HD LED,20,4849,8990,HomeOS,3.9,0,0
RGL ,Full HD LED,21,5200,9420,HomeOS,3.9,0,0
RGL ,Full HD LED,24,5459,12000,HomeOS,3.9,0,0
RGL ,HD LED,32,11290,16990,HomeOS,3.7,0,0
Weston ,Full HD LED,40,27990,27990,Android,4.4,0,0
Weston ,Full HD LED,43,37990,37990,Android,3.9,0,0
Weston ,Ultra HD LED,43,40990,40990,Android,4.3,0,0
Weston ,Full HD LED,49,49990,49990,Android,4.4,0,0
Vu,Ultra HD LED,65,116000,116000,Linux,4.5,1,1
Vu,Full HD LED,40,16999,27000,Linux,4.4,0,0
Vu,Ultra HD LED,43,23999,46165,Linux,4.3,0,0
Vu,Ultra HD LED,50,26360,41990,Linux,4.4,1,0
VG ,HD LED,32,15990,20500,Android,,0,0
VG ,HD LED,39,17999,31000,Android,,0,0
T-Series,HD LED,32,12499,17990,Linux,,0,0
T-Series,HD LED,32,16499,18990,Android,3.9,0,0
T-Series,HD LED,32,15999,20990,Android,,0,0
T-Series,Full HD LED,40,18499,25990,Android,,0,0
TOSHIBA,Full HD LED,43,24999,31990,VIDAA,,0,0
TOSHIBA,Ultra HD LED,65,66999,84990,VIDAA,4.5,1,0
TOSHIBA,Full HD LED,49,29999,51999,VIDAA,,0,0
TOSHIBA,Ultra HD LED,65,96999,133990,VIDAA,,1,1
TCL ,HD LED,32,6166,19990,HomeOS,4.2,0,0
TCL ,HD LED,24,6940,15490,HomeOS,4.2,0,0
TCL ,HD LED,40,8679,29990,HomeOS,4.0,0,0
Sharp ,Full HD LED,60,229900,229900,Linux,,1,0
Sharp ,Full HD LED,46,151990,151990,Linux,,0,1
Sharp ,Full HD LED,70,449900,449900,Linux,,1,0
Sharp ,Full HD LED,52,199990,199990,Linux,,1,1
Sharp ,Full HD LED,40,103990,103990,Linux,,0,1
Sharp ,HD LED,32,15990,22500,Linux,3.0,0,0
Sharp ,HD LED,24,8220,14990,Linux,3.7,0,0
Sansui ,Ultra HD LED,43,30490,35350,Linux,4.1,0,0
Sansui ,Ultra HD LED,55,40999,53290,Linux,4.2,1,0
Sansui ,HD LED,32,15290,20990,Linux,,0,0
Sansui ,QLED Ultra HD,55,49900,72590,Linux,4.3,1,0
Sansui ,Ultra HD LED,65,47999,70290,Linux,4.1,1,0
Sansui ,Full HD LED,49,25999,49999,Android,4.3,0,0
Sansui ,Ultra HD LED,49,59990,59990,Linux,,0,0
Sansui ,HD LED,24,10500,14900,Android,,0,0
SONY ,Ultra HD LED,55,79290,109900,Linux,4.7,1,1
SONY ,Full HD LED,43,44900,44900,Linux,4.6,0,0
SONY ,Ultra HD LED,65,118641,183249,Linux,4.7,1,1
SONY ,Ultra HD LED,50,83491,99913,Linux,4.7,1,0
SONY ,Full HD LED,43,53423,53423,Linux,4.4,0,0
SONY ,Full HD LED,40,29999,49900,Linux,4.4,0,0
SONY ,HD LED,32,25990,31990,Linux,4.4,0,0
SONY ,Full HD LED,32,21223,33900,Linux,4.5,0,0
SONY ,Ultra HD LED,49,54999,114900,Linux,4.6,0,1
SONY ,Full HD LED,43,44999,57900,Linux,4.4,0,0
SONY ,Full HD LED,40,41499,51900,Linux,4.6,0,0
SONY ,Ultra HD LED,65,149990,184990,Linux,4.3,1,1
SONY ,HD LED,32,32900,32900,Linux,4.4,0,0
SONY ,Full HD LED,43,56900,56900,Linux,4.6,0,0
